specimen_no,record_type,flags,occurrence_no,reid_no,collection_no,specimen_id,is_type,specelt_no,specimen_side,specimen_part,specimen_sex,n_measured,measurement_source,magnification,comments,identified_name,identified_rank,identified_no,difference,accepted_name,accepted_rank,accepted_no,max_ma,min_ma,reference_no,lng,lat,cc,state,county,latlng_basis,latlng_precision,geogscale,geogcomments
80265,spm,,255621,30962,14455,ANSP 9995,holotype,,,femur,,1,,,,Dryptosaurus,genus,38605,,Dryptosaurus,genus,38605,83.6,72.1,7812,-74.300003,40.299999,US,New Jersey,Monmouth,based on political unit,1,outcrop,along Crosswicks Creek
80266,spm,,255621,30962,14455,ANSP 9995,holotype,,,tibia,,1,,,,Dryptosaurus,genus,38605,,Dryptosaurus,genus,38605,83.6,72.1,7812,-74.300003,40.299999,US,New Jersey,Monmouth,based on political unit,1,outcrop,along Crosswicks Creek
80267,spm,,873166,38814,96813,NMMNH P-27469,holotype,,,skull,,1,table,,,Bistahieversor sealeyi,species,163808,,Bistahieversor sealeyi,species,163808,83.6,72.1,32137,-108.549721,36.2925,US,New Mexico,,based on nearby landmark,seconds,small collection,"""Hunter Wash, Bisti/De-na-zin Wilderness Area, northwestern New Mexico"""
80268,spm,,486392,12455,48682,RMM 6670,holotype,,left,femur,,1,table,,,Appalachiosaurus montgomeriensis,species,65080,,Appalachiosaurus montgomeriensis,species,65080,83.6,72.1,12992,-86.016388,32.15472,US,Alabama,Montgomery,estimated from map,seconds,,"1.77 km north of US Highway 82 at the Downing Crossroads: SE1/4, NE1/4, NE1/4, Sec 35, T14N, R20E"
80269,spm,,486392,12455,48682,RMM 6670,holotype,,left,tibia,,1,table,,,Appalachiosaurus montgomeriensis,species,65080,,Appalachiosaurus montgomeriensis,species,65080,83.6,72.1,12992,-86.016388,32.15472,US,Alabama,Montgomery,estimated from map,seconds,,"1.77 km north of US Highway 82 at the Downing Crossroads: SE1/4, NE1/4, NE1/4, Sec 35, T14N, R20E"
80270,spm,,486392,12455,48682,RMM 6670,holotype,,left,fibual,,1,table,,,Appalachiosaurus montgomeriensis,species,65080,,Appalachiosaurus montgomeriensis,species,65080,83.6,72.1,12992,-86.016388,32.15472,US,Alabama,Montgomery,estimated from map,seconds,,"1.77 km north of US Highway 82 at the Downing Crossroads: SE1/4, NE1/4, NE1/4, Sec 35, T14N, R20E"
80271,spm,,486392,12455,48682,RMM 6670,holotype,,right,femur,,1,table,,,Appalachiosaurus montgomeriensis,species,65080,,Appalachiosaurus montgomeriensis,species,65080,83.6,72.1,12992,-86.016388,32.15472,US,Alabama,Montgomery,estimated from map,seconds,,"1.77 km north of US Highway 82 at the Downing Crossroads: SE1/4, NE1/4, NE1/4, Sec 35, T14N, R20E"
80272,spm,,486392,12455,48682,RMM 6670,holotype,,right,tibia,,1,table,,,Appalachiosaurus montgomeriensis,species,65080,,Appalachiosaurus montgomeriensis,species,65080,83.6,72.1,12992,-86.016388,32.15472,US,Alabama,Montgomery,estimated from map,seconds,,"1.77 km north of US Highway 82 at the Downing Crossroads: SE1/4, NE1/4, NE1/4, Sec 35, T14N, R20E"
80282,spm,,139242,24752,11890,AMNH 5664,holotype,,,skull,,1,,,,Gorgosaurus sternbergi,species,63900,subjective synonym of,Gorgosaurus libratus,species,53194,83.6,72.1,14741,-111.528732,50.740726,CA,Alberta,,estimated from map,6,local area,"near Steveville, Alberta (now Dinosaur Provincial Park); Sand Creek; NW 1/4, sec 31, T20, R11, LSD 4.  Coordinates estimated from map in Sternberg 1950."
80283,spm,,139242,24752,11890,AMNH 5664,holotype,,,scapulocodacoid,,1,,,,Gorgosaurus sternbergi,species,63900,subjective synonym of,Gorgosaurus libratus,species,53194,83.6,72.1,14741,-111.528732,50.740726,CA,Alberta,,estimated from map,6,local area,"near Steveville, Alberta (now Dinosaur Provincial Park); Sand Creek; NW 1/4, sec 31, T20, R11, LSD 4.  Coordinates estimated from map in Sternberg 1950."
80284,spm,,139242,24752,11890,AMNH 5664,holotype,,,humerus,,1,,,,Gorgosaurus sternbergi,species,63900,subjective synonym of,Gorgosaurus libratus,species,53194,83.6,72.1,14741,-111.528732,50.740726,CA,Alberta,,estimated from map,6,local area,"near Steveville, Alberta (now Dinosaur Provincial Park); Sand Creek; NW 1/4, sec 31, T20, R11, LSD 4.  Coordinates estimated from map in Sternberg 1950."
80285,spm,,139242,24752,11890,AMNH 5664,holotype,,,radi,,1,,,,Gorgosaurus sternbergi,species,63900,subjective synonym of,Gorgosaurus libratus,species,53194,83.6,72.1,14741,-111.528732,50.740726,CA,Alberta,,estimated from map,6,local area,"near Steveville, Alberta (now Dinosaur Provincial Park); Sand Creek; NW 1/4, sec 31, T20, R11, LSD 4.  Coordinates estimated from map in Sternberg 1950."
80286,spm,,139242,24752,11890,AMNH 5664,holotype,,,ulna,,1,,,,Gorgosaurus sternbergi,species,63900,subjective synonym of,Gorgosaurus libratus,species,53194,83.6,72.1,14741,-111.528732,50.740726,CA,Alberta,,estimated from map,6,local area,"near Steveville, Alberta (now Dinosaur Provincial Park); Sand Creek; NW 1/4, sec 31, T20, R11, LSD 4.  Coordinates estimated from map in Sternberg 1950."
80287,spm,,139242,24752,11890,AMNH 5664,holotype,,,femur,,1,,,,Gorgosaurus sternbergi,species,63900,subjective synonym of,Gorgosaurus libratus,species,53194,83.6,72.1,14741,-111.528732,50.740726,CA,Alberta,,estimated from map,6,local area,"near Steveville, Alberta (now Dinosaur Provincial Park); Sand Creek; NW 1/4, sec 31, T20, R11, LSD 4.  Coordinates estimated from map in Sternberg 1950."
80288,spm,,139242,24752,11890,AMNH 5664,holotype,,,tibia,,1,,,,Gorgosaurus sternbergi,species,63900,subjective synonym of,Gorgosaurus libratus,species,53194,83.6,72.1,14741,-111.528732,50.740726,CA,Alberta,,estimated from map,6,local area,"near Steveville, Alberta (now Dinosaur Provincial Park); Sand Creek; NW 1/4, sec 31, T20, R11, LSD 4.  Coordinates estimated from map in Sternberg 1950."
80289,spm,,139242,24752,11890,AMNH 5664,holotype,,,fibula,,1,,,,Gorgosaurus sternbergi,species,63900,subjective synonym of,Gorgosaurus libratus,species,53194,83.6,72.1,14741,-111.528732,50.740726,CA,Alberta,,estimated from map,6,local area,"near Steveville, Alberta (now Dinosaur Provincial Park); Sand Creek; NW 1/4, sec 31, T20, R11, LSD 4.  Coordinates estimated from map in Sternberg 1950."
80290,spm,,139242,24752,11890,AMNH 5235,,,,femur,,1,,,,Gorgosaurus sternbergi,species,63900,subjective synonym of,Gorgosaurus libratus,species,53194,83.6,72.1,14741,-111.528732,50.740726,CA,Alberta,,estimated from map,6,local area,"near Steveville, Alberta (now Dinosaur Provincial Park); Sand Creek; NW 1/4, sec 31, T20, R11, LSD 4.  Coordinates estimated from map in Sternberg 1950."
80291,spm,,139242,24752,11890,AMNH 5232,,,,tibia,,1,,,,Gorgosaurus sternbergi,species,63900,subjective synonym of,Gorgosaurus libratus,species,53194,83.6,72.1,14741,-111.528732,50.740726,CA,Alberta,,estimated from map,6,local area,"near Steveville, Alberta (now Dinosaur Provincial Park); Sand Creek; NW 1/4, sec 31, T20, R11, LSD 4.  Coordinates estimated from map in Sternberg 1950."
80310,spm,,139257,0,11900,ROM 807,holotype,,,scapula,,1,table,,,Albertosaurus arctunguis,species,63710,subjective synonym of,Albertosaurus sarcophagus,species,56319,72.1,66,12347,-112.818901,51.542702,CA,Alberta,,stated in text,4,small collection,"section 27 or 34, township 30, range 21, W 4th meridian; 100 feet above west bank of Red Deer River; 2.5 miles above Bleriot ferry (possibly from Kneehills Creek)"
80311,spm,,139257,0,11900,ROM 807,holotype,,,coracoid,,1,table,,,Albertosaurus arctunguis,species,63710,subjective synonym of,Albertosaurus sarcophagus,species,56319,72.1,66,12347,-112.818901,51.542702,CA,Alberta,,stated in text,4,small collection,"section 27 or 34, township 30, range 21, W 4th meridian; 100 feet above west bank of Red Deer River; 2.5 miles above Bleriot ferry (possibly from Kneehills Creek)"
80312,spm,,139257,0,11900,ROM 807,holotype,,,humerus,,1,table,,,Albertosaurus arctunguis,species,63710,subjective synonym of,Albertosaurus sarcophagus,species,56319,72.1,66,12347,-112.818901,51.542702,CA,Alberta,,stated in text,4,small collection,"section 27 or 34, township 30, range 21, W 4th meridian; 100 feet above west bank of Red Deer River; 2.5 miles above Bleriot ferry (possibly from Kneehills Creek)"
80313,spm,,139257,0,11900,ROM 807,holotype,,,radius,,1,table,,,Albertosaurus arctunguis,species,63710,subjective synonym of,Albertosaurus sarcophagus,species,56319,72.1,66,12347,-112.818901,51.542702,CA,Alberta,,stated in text,4,small collection,"section 27 or 34, township 30, range 21, W 4th meridian; 100 feet above west bank of Red Deer River; 2.5 miles above Bleriot ferry (possibly from Kneehills Creek)"
80314,spm,,139257,0,11900,ROM 807,holotype,,,ulna,,1,table,,,Albertosaurus arctunguis,species,63710,subjective synonym of,Albertosaurus sarcophagus,species,56319,72.1,66,12347,-112.818901,51.542702,CA,Alberta,,stated in text,4,small collection,"section 27 or 34, township 30, range 21, W 4th meridian; 100 feet above west bank of Red Deer River; 2.5 miles above Bleriot ferry (possibly from Kneehills Creek)"
80315,spm,,139257,0,11900,ROM 807,holotype,,,femur,,1,table,,,Albertosaurus arctunguis,species,63710,subjective synonym of,Albertosaurus sarcophagus,species,56319,72.1,66,12347,-112.818901,51.542702,CA,Alberta,,stated in text,4,small collection,"section 27 or 34, township 30, range 21, W 4th meridian; 100 feet above west bank of Red Deer River; 2.5 miles above Bleriot ferry (possibly from Kneehills Creek)"
80316,spm,,139257,0,11900,ROM 807,holotype,,,tibia,,1,table,,,Albertosaurus arctunguis,species,63710,subjective synonym of,Albertosaurus sarcophagus,species,56319,72.1,66,12347,-112.818901,51.542702,CA,Alberta,,stated in text,4,small collection,"section 27 or 34, township 30, range 21, W 4th meridian; 100 feet above west bank of Red Deer River; 2.5 miles above Bleriot ferry (possibly from Kneehills Creek)"
80317,spm,,139257,0,11900,ROM 807,holotype,,,fibula,,1,table,,,Albertosaurus arctunguis,species,63710,subjective synonym of,Albertosaurus sarcophagus,species,56319,72.1,66,12347,-112.818901,51.542702,CA,Alberta,,stated in text,4,small collection,"section 27 or 34, township 30, range 21, W 4th meridian; 100 feet above west bank of Red Deer River; 2.5 miles above Bleriot ferry (possibly from Kneehills Creek)"
80318,spm,,139290,23303,11915,NMC 8506,holotype,,,skull,,1,,,,Daspletosaurus torosus,species,57258,,Daspletosaurus torosus,species,57258,83.6,72.1,4205,-111.485008,50.751526,CA,Alberta,,stated in text,6,small collection,"near Steveville, Alberta (now Dinosaur Provincial Park); E 1/2, sec 5, T21, R11, LSD 4"
80319,spm,,139290,23303,11915,NMC 8506,holotype,,,scapula,,1,,,,Daspletosaurus torosus,species,57258,,Daspletosaurus torosus,species,57258,83.6,72.1,4205,-111.485008,50.751526,CA,Alberta,,stated in text,6,small collection,"near Steveville, Alberta (now Dinosaur Provincial Park); E 1/2, sec 5, T21, R11, LSD 4"
80320,spm,,139290,23303,11915,NMC 8506,holotype,,,coracoid,,1,,,,Daspletosaurus torosus,species,57258,,Daspletosaurus torosus,species,57258,83.6,72.1,4205,-111.485008,50.751526,CA,Alberta,,stated in text,6,small collection,"near Steveville, Alberta (now Dinosaur Provincial Park); E 1/2, sec 5, T21, R11, LSD 4"
80321,spm,,139290,23303,11915,NMC 8506,holotype,,,humerus,,1,,,,Daspletosaurus torosus,species,57258,,Daspletosaurus torosus,species,57258,83.6,72.1,4205,-111.485008,50.751526,CA,Alberta,,stated in text,6,small collection,"near Steveville, Alberta (now Dinosaur Provincial Park); E 1/2, sec 5, T21, R11, LSD 4"
80322,spm,,139290,23303,11915,NMC 8506,holotype,,,radius,,1,,,,Daspletosaurus torosus,species,57258,,Daspletosaurus torosus,species,57258,83.6,72.1,4205,-111.485008,50.751526,CA,Alberta,,stated in text,6,small collection,"near Steveville, Alberta (now Dinosaur Provincial Park); E 1/2, sec 5, T21, R11, LSD 4"
80323,spm,,139290,23303,11915,NMC 8506,holotype,,,ulna,,1,,,,Daspletosaurus torosus,species,57258,,Daspletosaurus torosus,species,57258,83.6,72.1,4205,-111.485008,50.751526,CA,Alberta,,stated in text,6,small collection,"near Steveville, Alberta (now Dinosaur Provincial Park); E 1/2, sec 5, T21, R11, LSD 4"
80324,spm,,139290,23303,11915,NMC 8506,holotype,,,femur,,1,,,,Daspletosaurus torosus,species,57258,,Daspletosaurus torosus,species,57258,83.6,72.1,4205,-111.485008,50.751526,CA,Alberta,,stated in text,6,small collection,"near Steveville, Alberta (now Dinosaur Provincial Park); E 1/2, sec 5, T21, R11, LSD 4"
80325,spm,,831097,0,91909,GI 3141/1,holotype,,,skull,,1,,,,Alioramus remotus,species,57259,,Alioramus remotus,species,57259,72.1,66,19316,99,43,MN,Bayankhongor,,estimated from map,degrees,outcrop,"Nogon Tsav, in the Zaltaika (Trans-Altai) Gobi, 20 km NW of Mt. Ongon-Ulan-Ula. In figure captions site is also called ""Ingenii-Khobur"""
80326,spm,,962978,0,113009,IGM 100/1844,holotype,,,skull,,1,,,,Alioramus altai,species,176782,subjective synonym of,Alioramus remotus,species,57259,72.1,66,19316,100.386108,43.469444,MN,Omnogov,,based on nearby landmark,seconds,small collection,"Tsagan Ula (= Hushu/Ushu/Khusku), Omnogov"
80327,spm,,962978,0,113009,IGM 100/1844,holotype,,,femur,,1,,,,Alioramus altai,species,176782,subjective synonym of,Alioramus remotus,species,57259,72.1,66,19316,100.386108,43.469444,MN,Omnogov,,based on nearby landmark,seconds,small collection,"Tsagan Ula (= Hushu/Ushu/Khusku), Omnogov"
80400,spm,,487166,0,48847,AMNH 5027,,,,skull,,1,text,,,Tyrannosaurus rex,species,54833,,Tyrannosaurus rex,species,54833,72.1,66,9259,-106.455559,47.96389,US,Montana,Garfield,based on nearby landmark,seconds,small collection,"approximate location of Big Dry Post Office, now beneath Ft. Peck reservoir; E side of Big Dry Creek , 8 miles from John Willis Ranch, 25 miles S of Lismas"
80405,spm,,535892,0,55425,CAGS-IG02-301,holotype,,,skull,,1,picture,,,Huaxiagnathus orientalis,species,68221,,Huaxiagnathus orientalis,species,68221,125.77,119.5,14896,125.056801,42.022499,CN,Liaoning,,based on nearby landmark,4,small collection,"Dabangou village, Sihetun Area, near Beipiao City"
80406,spm,,535892,0,55425,CAGS-IG02-301,holotype,,,humerus,,1,,,,Huaxiagnathus orientalis,species,68221,,Huaxiagnathus orientalis,species,68221,125.77,119.5,14896,125.056801,42.022499,CN,Liaoning,,based on nearby landmark,4,small collection,"Dabangou village, Sihetun Area, near Beipiao City"
80407,spm,,535892,0,55425,CAGS-IG02-301,holotype,,,radius,,1,,,,Huaxiagnathus orientalis,species,68221,,Huaxiagnathus orientalis,species,68221,125.77,119.5,14896,125.056801,42.022499,CN,Liaoning,,based on nearby landmark,4,small collection,"Dabangou village, Sihetun Area, near Beipiao City"
80408,spm,,535892,0,55425,CAGS-IG02-301,holotype,,,ulna,,1,,,,Huaxiagnathus orientalis,species,68221,,Huaxiagnathus orientalis,species,68221,125.77,119.5,14896,125.056801,42.022499,CN,Liaoning,,based on nearby landmark,4,small collection,"Dabangou village, Sihetun Area, near Beipiao City"
80409,spm,,535892,0,55425,CAGS-IG02-301,holotype,,,femur,,1,,,,Huaxiagnathus orientalis,species,68221,,Huaxiagnathus orientalis,species,68221,125.77,119.5,14896,125.056801,42.022499,CN,Liaoning,,based on nearby landmark,4,small collection,"Dabangou village, Sihetun Area, near Beipiao City"
80410,spm,,535892,0,55425,CAGS-IG02-301,holotype,,,tibia,,1,,,,Huaxiagnathus orientalis,species,68221,,Huaxiagnathus orientalis,species,68221,125.77,119.5,14896,125.056801,42.022499,CN,Liaoning,,based on nearby landmark,4,small collection,"Dabangou village, Sihetun Area, near Beipiao City"
80412,spm,,498853,0,50469,NIGP 127586,holotype,,,skull,,1,,,,Sinosauropteryx prima,species,54549,,Sinosauropteryx prima,species,54549,125.77,119.5,19389,120.8722,41.601398,CN,Liaoning,,based on nearby landmark,4,local area,"Beipiao area, near Sihetun, western Liaoning"
80413,spm,,498853,0,50469,NIGP 127586,holotype,,,humerus,,1,,,,Sinosauropteryx prima,species,54549,,Sinosauropteryx prima,species,54549,125.77,119.5,19389,120.8722,41.601398,CN,Liaoning,,based on nearby landmark,4,local area,"Beipiao area, near Sihetun, western Liaoning"
80414,spm,,498853,0,50469,NIGP 127586,holotype,,,radius,,1,,,,Sinosauropteryx prima,species,54549,,Sinosauropteryx prima,species,54549,125.77,119.5,19389,120.8722,41.601398,CN,Liaoning,,based on nearby landmark,4,local area,"Beipiao area, near Sihetun, western Liaoning"
80415,spm,,498853,0,50469,NIGP 127586,holotype,,,femur,,1,,,,Sinosauropteryx prima,species,54549,,Sinosauropteryx prima,species,54549,125.77,119.5,19389,120.8722,41.601398,CN,Liaoning,,based on nearby landmark,4,local area,"Beipiao area, near Sihetun, western Liaoning"
80416,spm,,498853,0,50469,NIGP 127586,holotype,,,tibia,,1,,,,Sinosauropteryx prima,species,54549,,Sinosauropteryx prima,species,54549,125.77,119.5,19389,120.8722,41.601398,CN,Liaoning,,based on nearby landmark,4,local area,"Beipiao area, near Sihetun, western Liaoning"
80417,spm,,498853,0,50469,NIGP 127586,holotype,,,scapula,,1,,,,Sinosauropteryx prima,species,54549,,Sinosauropteryx prima,species,54549,125.77,119.5,19389,120.8722,41.601398,CN,Liaoning,,based on nearby landmark,4,local area,"Beipiao area, near Sihetun, western Liaoning"
80418,spm,,498853,0,50469,NIGP 127586,holotype,,,ulna,,1,,,,Sinosauropteryx prima,species,54549,,Sinosauropteryx prima,species,54549,125.77,119.5,19389,120.8722,41.601398,CN,Liaoning,,based on nearby landmark,4,local area,"Beipiao area, near Sihetun, western Liaoning"
80419,spm,,498853,0,50469,NIGP 127587,paratype,,,skull,,1,,,,Sinosauropteryx prima,species,54549,,Sinosauropteryx prima,species,54549,125.77,119.5,19389,120.8722,41.601398,CN,Liaoning,,based on nearby landmark,4,local area,"Beipiao area, near Sihetun, western Liaoning"
80420,spm,,498853,0,50469,NIGP 127587,paratype,,,humerus,,1,,,,Sinosauropteryx prima,species,54549,,Sinosauropteryx prima,species,54549,125.77,119.5,19389,120.8722,41.601398,CN,Liaoning,,based on nearby landmark,4,local area,"Beipiao area, near Sihetun, western Liaoning"
80421,spm,,498853,0,50469,NIGP 127587,paratype,,,radius,,1,,,,Sinosauropteryx prima,species,54549,,Sinosauropteryx prima,species,54549,125.77,119.5,19389,120.8722,41.601398,CN,Liaoning,,based on nearby landmark,4,local area,"Beipiao area, near Sihetun, western Liaoning"
80422,spm,,498853,0,50469,NIGP 127587,paratype,,,femur,,1,,,,Sinosauropteryx prima,species,54549,,Sinosauropteryx prima,species,54549,125.77,119.5,19389,120.8722,41.601398,CN,Liaoning,,based on nearby landmark,4,local area,"Beipiao area, near Sihetun, western Liaoning"
80423,spm,,498853,0,50469,NIGP 127587,paratype,,,tibia,,1,,,,Sinosauropteryx prima,species,54549,,Sinosauropteryx prima,species,54549,125.77,119.5,19389,120.8722,41.601398,CN,Liaoning,,based on nearby landmark,4,local area,"Beipiao area, near Sihetun, western Liaoning"
80424,spm,,498853,0,50469,NIGP 127587,paratype,,,ulna,,1,,,,Sinosauropteryx prima,species,54549,,Sinosauropteryx prima,species,54549,125.77,119.5,19389,120.8722,41.601398,CN,Liaoning,,based on nearby landmark,4,local area,"Beipiao area, near Sihetun, western Liaoning"
80425,spm,,670359,0,13937,D 2141,,,,skull,,1,,,,Sinosauropteryx,genus,54548,,Sinosauropteryx,genus,54548,125.77,119.5,28191,121.416664,41.366669,CN,Liaoning,Lingyuan,based on political unit,minutes,outcrop,Lat/Long taken for Dawangzhangzi township
80426,spm,,670359,0,13937,D 2141,,,,humerus,,1,,,,Sinosauropteryx,genus,54548,,Sinosauropteryx,genus,54548,125.77,119.5,28191,121.416664,41.366669,CN,Liaoning,Lingyuan,based on political unit,minutes,outcrop,Lat/Long taken for Dawangzhangzi township
80427,spm,,670359,0,13937,D 2141,,,,ulna,,1,,,,Sinosauropteryx,genus,54548,,Sinosauropteryx,genus,54548,125.77,119.5,28191,121.416664,41.366669,CN,Liaoning,Lingyuan,based on political unit,minutes,outcrop,Lat/Long taken for Dawangzhangzi township
80428,spm,,670359,0,13937,D 2141,,,,tibia,,1,,,,Sinosauropteryx,genus,54548,,Sinosauropteryx,genus,54548,125.77,119.5,28191,121.416664,41.366669,CN,Liaoning,Lingyuan,based on political unit,minutes,outcrop,Lat/Long taken for Dawangzhangzi township
80429,spm,,565780,0,59175,JME SCh 200,holotype,,,skull,,1,table,,,Juravenator starki,species,72321,,Juravenator starki,species,72321,152.2,149.2,16916,11.584697,48.918259,DE,Bayern,Eichstätt,estimated from map,6,outcrop,"Stark family quarry, 1 km WNW of Schamaupten church, E part of Eichstätt district, in the Schambachtal (Schambach valley), southern Franconian Alb"
80430,spm,,565780,0,59175,JME SCh 200,holotype,,left,scapula,,1,table,,,Juravenator starki,species,72321,,Juravenator starki,species,72321,152.2,149.2,16916,11.584697,48.918259,DE,Bayern,Eichstätt,estimated from map,6,outcrop,"Stark family quarry, 1 km WNW of Schamaupten church, E part of Eichstätt district, in the Schambachtal (Schambach valley), southern Franconian Alb"
80431,spm,,565780,0,59175,JME SCh 200,holotype,,left,humerus,,1,table,,,Juravenator starki,species,72321,,Juravenator starki,species,72321,152.2,149.2,16916,11.584697,48.918259,DE,Bayern,Eichstätt,estimated from map,6,outcrop,"Stark family quarry, 1 km WNW of Schamaupten church, E part of Eichstätt district, in the Schambachtal (Schambach valley), southern Franconian Alb"
80432,spm,,565780,0,59175,JME SCh 200,holotype,,left,ulna,,1,table,,,Juravenator starki,species,72321,,Juravenator starki,species,72321,152.2,149.2,16916,11.584697,48.918259,DE,Bayern,Eichstätt,estimated from map,6,outcrop,"Stark family quarry, 1 km WNW of Schamaupten church, E part of Eichstätt district, in the Schambachtal (Schambach valley), southern Franconian Alb"
80433,spm,,565780,0,59175,JME SCh 200,holotype,,left,radius,,1,table,,,Juravenator starki,species,72321,,Juravenator starki,species,72321,152.2,149.2,16916,11.584697,48.918259,DE,Bayern,Eichstätt,estimated from map,6,outcrop,"Stark family quarry, 1 km WNW of Schamaupten church, E part of Eichstätt district, in the Schambachtal (Schambach valley), southern Franconian Alb"
80434,spm,,565780,0,59175,JME SCh 200,holotype,,right,femur,,1,table,,,Juravenator starki,species,72321,,Juravenator starki,species,72321,152.2,149.2,16916,11.584697,48.918259,DE,Bayern,Eichstätt,estimated from map,6,outcrop,"Stark family quarry, 1 km WNW of Schamaupten church, E part of Eichstätt district, in the Schambachtal (Schambach valley), southern Franconian Alb"
80435,spm,,565780,0,59175,JME SCh 200,holotype,,left,tibia,,1,table,,,Juravenator starki,species,72321,,Juravenator starki,species,72321,152.2,149.2,16916,11.584697,48.918259,DE,Bayern,Eichstätt,estimated from map,6,outcrop,"Stark family quarry, 1 km WNW of Schamaupten church, E part of Eichstätt district, in the Schambachtal (Schambach valley), southern Franconian Alb"
80436,spm,,565780,0,59175,JME SCh 200,holotype,,right,tibia,,1,table,,,Juravenator starki,species,72321,,Juravenator starki,species,72321,152.2,149.2,16916,11.584697,48.918259,DE,Bayern,Eichstätt,estimated from map,6,outcrop,"Stark family quarry, 1 km WNW of Schamaupten church, E part of Eichstätt district, in the Schambachtal (Schambach valley), southern Franconian Alb"
80437,spm,,487805,0,22648,AMNH 619,holotype,,,skull,,1,,,,Ornitholestes hermanni,species,55484,,Ornitholestes hermanni,species,55484,154.8,145,9630,-106.048615,42.017776,US,Wyoming,Albany,unpublished field data,seconds,outcrop,"coordinates from K. Carpenter (pers. comm. to M. Carrano). at the head of a draw, near the Medicine Bow River in S-central Wyoming"
80438,spm,,487805,0,22648,AMNH 619,holotype,,,radius,,1,,,,Ornitholestes hermanni,species,55484,,Ornitholestes hermanni,species,55484,154.8,145,9630,-106.048615,42.017776,US,Wyoming,Albany,unpublished field data,seconds,outcrop,"coordinates from K. Carpenter (pers. comm. to M. Carrano). at the head of a draw, near the Medicine Bow River in S-central Wyoming"
80439,spm,,639671,18970,68888,SBA-SA 163760,holotype,,,skull,,1,,,,Scipionyx samniticus,species,57428,,Scipionyx samniticus,species,57428,113,109.9,10513,14.548056,41.347778,IT,Campania,Benevento,stated in text,seconds,outcrop,"""La Cavere"" locality at Pietraroia (Pietraroja), Benevento, in SE portion of Matese Mtns., ca. 70 km NE of Naples. Coordinates given as 41°20'52.18""N, 14°32'53.33""E (NOT, as incorrectly reported elsewhere, 45°77'43.1""N, 24°82'22.8""E)"
80440,spm,,639671,18970,68888,SBA-SA 163760,holotype,,,scapula,,1,,,,Scipionyx samniticus,species,57428,,Scipionyx samniticus,species,57428,113,109.9,10513,14.548056,41.347778,IT,Campania,Benevento,stated in text,seconds,outcrop,"""La Cavere"" locality at Pietraroia (Pietraroja), Benevento, in SE portion of Matese Mtns., ca. 70 km NE of Naples. Coordinates given as 41°20'52.18""N, 14°32'53.33""E (NOT, as incorrectly reported elsewhere, 45°77'43.1""N, 24°82'22.8""E)"
80441,spm,,639671,18970,68888,SBA-SA 163760,holotype,,,coracoid,,1,,,,Scipionyx samniticus,species,57428,,Scipionyx samniticus,species,57428,113,109.9,10513,14.548056,41.347778,IT,Campania,Benevento,stated in text,seconds,outcrop,"""La Cavere"" locality at Pietraroia (Pietraroja), Benevento, in SE portion of Matese Mtns., ca. 70 km NE of Naples. Coordinates given as 41°20'52.18""N, 14°32'53.33""E (NOT, as incorrectly reported elsewhere, 45°77'43.1""N, 24°82'22.8""E)"
80442,spm,,639671,18970,68888,SBA-SA 163760,holotype,,,humerus,,1,,,,Scipionyx samniticus,species,57428,,Scipionyx samniticus,species,57428,113,109.9,10513,14.548056,41.347778,IT,Campania,Benevento,stated in text,seconds,outcrop,"""La Cavere"" locality at Pietraroia (Pietraroja), Benevento, in SE portion of Matese Mtns., ca. 70 km NE of Naples. Coordinates given as 41°20'52.18""N, 14°32'53.33""E (NOT, as incorrectly reported elsewhere, 45°77'43.1""N, 24°82'22.8""E)"
80443,spm,,639671,18970,68888,SBA-SA 163760,holotype,,,radius,,1,,,,Scipionyx samniticus,species,57428,,Scipionyx samniticus,species,57428,113,109.9,10513,14.548056,41.347778,IT,Campania,Benevento,stated in text,seconds,outcrop,"""La Cavere"" locality at Pietraroia (Pietraroja), Benevento, in SE portion of Matese Mtns., ca. 70 km NE of Naples. Coordinates given as 41°20'52.18""N, 14°32'53.33""E (NOT, as incorrectly reported elsewhere, 45°77'43.1""N, 24°82'22.8""E)"
80444,spm,,639671,18970,68888,SBA-SA 163760,holotype,,,ulna,,1,,,,Scipionyx samniticus,species,57428,,Scipionyx samniticus,species,57428,113,109.9,10513,14.548056,41.347778,IT,Campania,Benevento,stated in text,seconds,outcrop,"""La Cavere"" locality at Pietraroia (Pietraroja), Benevento, in SE portion of Matese Mtns., ca. 70 km NE of Naples. Coordinates given as 41°20'52.18""N, 14°32'53.33""E (NOT, as incorrectly reported elsewhere, 45°77'43.1""N, 24°82'22.8""E)"
80445,spm,,639671,18970,68888,SBA-SA 163760,holotype,,,femur,,1,,,,Scipionyx samniticus,species,57428,,Scipionyx samniticus,species,57428,113,109.9,10513,14.548056,41.347778,IT,Campania,Benevento,stated in text,seconds,outcrop,"""La Cavere"" locality at Pietraroia (Pietraroja), Benevento, in SE portion of Matese Mtns., ca. 70 km NE of Naples. Coordinates given as 41°20'52.18""N, 14°32'53.33""E (NOT, as incorrectly reported elsewhere, 45°77'43.1""N, 24°82'22.8""E)"
